ch_01_part_01.txt	chars=6849
ch_01_part_02.txt	chars=6300
ch_02_part_01.txt	chars=4342
ch_02_part_02.txt	chars=4284
ch_03_part_01.txt	chars=4349
ch_03_part_02.txt	chars=3923
ch_04_part_01.txt	chars=8142
ch_04_part_02.txt	chars=6462
ch_05_part_01.txt	chars=5335
ch_05_part_02.txt	chars=5117
ch_06_part_01.txt	chars=6419
ch_06_part_02.txt	chars=6267
ch_07_part_01.txt	chars=9141
ch_07_part_02.txt	chars=8297
ch_08_part_01.txt	chars=7459
ch_08_part_02.txt	chars=5474
ch_09_part_01.txt	chars=6828
ch_09_part_02.txt	chars=6044
ch_10_part_01.txt	chars=6069
ch_10_part_02.txt	chars=5760
ch_11_part_01.txt	chars=4329
ch_11_part_02.txt	chars=4204
ch_12_part_01.txt	chars=18255
ch_12_part_02.txt	chars=17400
